ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
3915,Henan Mengjin CMM Power Generation Project,"Mengjin Branch of Henan Qingtian New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"134,087",Asia,2024-01-16,2022-05-01,2032-04-30
3904,Shine I – Distribution of LED Lightbulbs in South India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Registered,India,"887,546",Asia,2024-02-27,2023-01-01,2032-12-31
3905,Shine I – Distribution of LED Lightbulbs in North India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Registered,India,"3,989,387",Asia,2024-02-27,2023-03-13,2033-03-12
3906,Shine I – Distribution of LED Lightbulbs in North-East India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Registered,India,"1,115,969",Asia,2024-02-14,2023-03-22,2033-03-21
3907,Shine I – Distribution of LED Lightbulbs in East India,C-Quest Capital SG India LED Private Limited,Energy demand,,AMS-II.C.,Registered,India,"2,351,830",Asia,2024-02-27,2023-03-23,2033-03-22
3898,Guizhou Jinsha CMM Power Generation Project,"Jinsha Yonder Southwest New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"504,205",Asia,2023-12-01,2021-08-01,2031-07-31
3901,Anhua LFG Power Generation Project,Anhua Yuanjing Environmental Protection Technology Co. LtD.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"97,392",Asia,2023-05-04,2021-03-25,2031-03-24
3892,RESTORATION OF HOMESTEAD LAND OF POOR RURAL COMMUNITIES IN ASSAM & MEGHALAYA,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM; ARR,AR-ACM0003,Registered,India,"170,282",Asia,2024-08-21,2024-01-01,2043-12-31
3890,Elmadag Biogas Power Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registered,Turkey,"32,858",Middle East,2023-12-13,2020-12-31,2027-12-30
3889,Household Biogas Project in Madhya Pradesh & Jharkhand,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,India,"30,154",Asia,2023-05-30,2021-03-01,2031-02-28
3884,Installation of high efficiency cookstoves in Sub Saharan Africa by BURN,ECOA Climate Capital,Energy demand,,VMR0006,Registered,Kenya,"22,702,023",Africa,2024-09-20,2022-05-19,2029-05-18
3880,Xinfeng AWMS GHG Mitigation Project in Liaoning province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,ACM0010,Registered,China,"62,184",Asia,2024-02-23,2021-04-24,2031-04-23
3870,Yangxiang AWMS GHG Mitigation Project in Henan Province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Registered,China,"58,848",Asia,2023-12-04,2021-05-24,2031-05-23
3871,Yangxiang AWMS GHG Mitigation Project in Liaoning Province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Registered,China,"39,209",Asia,2024-06-29,2021-05-01,2031-04-30
3872,Yangxiang AWMS GHG Mitigation Project In Shandong Province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Registered,China,"119,057",Asia,2024-01-04,2021-04-01,2031-03-31
3873,Yangxiang AWMS GHG Mitigation Project in Zhejiang province,"Henan Yangxiang Breeding Co., Ltd",Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Registered,China,"34,762",Asia,2024-03-04,2021-07-27,2031-07-26
3851,Dongxing Waste Incineration Plant leachate biogas Harmless Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Registered,China,"66,089",Asia,2023-08-21,2022-01-21,2032-01-20
3861,Pingyuan Landfill Gas Power Generation Phase I Project,"Shenzhen PhasCon Technologies Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"47,435",Asia,2023-05-31,2021-02-08,2028-02-07
3866,Heyuan Qizhai Landfill Gas Power Generation Project,"Heyuan Zhengbo New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"134,828",Asia,2023-05-31,2021-11-16,2028-11-15
3867,Vega-Hereko Istanbul Waste to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,Turkey,"317,033",Middle East,2024-04-05,2021-04-03,2028-04-02
3848,Climate Action Through Improved Cooking Access In Indo-Gangetic Plains,Multiple Proponents,Energy demand,,VMR0006,Registered,India,"1,767,067",Asia,2024-04-03,2023-06-01,2033-05-31
3850,SHINE - Distribution of LED lightbulbs in India-1,Brightspark Energy Pvt. Ltd.,Energy demand,,AMS-II.C.,Registered,India,"101,925",Asia,2024-01-17,2018-08-13,2028-08-12
3842,Sarkisla Biogas Power Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registered,Turkey,"48,943",Middle East,2024-01-23,2020-12-29,2027-12-28
3835,Grouped projects for water purifiers for climate and community action – Phase 2,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Registered,Viet Nam,"40,156",Asia,2024-07-02,2023-02-19,2033-02-18
3836,Grouped Projects for Viet Nam Cookstove Program – Phase 2,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,VMR0006,Registered,Viet Nam,"56,635",Asia,2023-10-20,2023-07-01,2033-06-30
3839,Recycling Roadways for Carbon Emission Reductions – Global Emissionairy – U.S. Project #1,"Global Emissionairy, LLC",Construction,,VM0039,Registered,United States,"57,231",North America,2024-05-17,2021-05-03,2028-05-02
3830,Jiyuan Weiheng Cow Breeding Farm Biogas Recovery and Utilization Project,"Jiyuan Weiheng Cow Breeding Co., Ltd.",Waste handling and disposal,,AMS-III.D.,Registered,China,"37,493",Asia,2023-10-30,2023-06-15,2030-06-14
3831,"Healthier, Happier Meals With Fuel And Time Savings In Rural Zambia",Multiple Proponents,Energy demand,,VMR0006,Registered,Zambia,"2,116,320",Africa,2024-06-20,2024-10-01,2034-09-30
3832,"Solar Powered Irrigation Services by Claro Energy, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.B.,Registered,India,"91,823",Asia,2024-06-22,2022-01-12,2029-01-11
3820,"Distribution of Improved Cookstove in Quang Nam Province, Vietnam",Green Impact Limited Company,Energy demand,,VMR0006,Registered,Viet Nam,"161,687",Asia,2023-08-22,2022-07-19,2032-07-18
3814,Chestnut Carbon Conservation Project,Forest Carbon Works PBC,Agriculture Forestry and Other Land Use,IFM,VM0003,Registered,United States,"221,312",North America,2023-12-15,2022-07-05,2047-07-04
3801,Improved Cookstove Distribution in Ghana by EKI,EKI Energy Services Limited,Energy demand,,VMR0006,Registered,Ghana,"72,030",Africa,2024-02-09,2023-01-16,2030-01-15
3797,Ödemis Integrated Solid Waste Management Plant,Biosun Ödemis Kati Atik İsleme Enerji ve Cevre San. Tic. A.S,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,Turkey,"187,389",Middle East,2024-08-23,2020-12-29,2027-12-28
3788,Foumbouni-Mitsamiouli solar farm,INNOVENT COMORES S.A,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Comoros,"9,510",Africa,2023-08-08,2021-02-17,2028-02-16
3766,Gansu Ganzhou Biogas Recovery and Utilization Project,"Gansu Founder Energy Conservation Sci&Tech Service Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registered,China,"33,220",Asia,2023-12-01,2021-08-01,2028-07-31
3767,MicroEnergy Credits – Microfinance for Solar Lamps in Kenya,MicroEnergy Credits Corp,Energy industries (renewable/non-renewable sources),,AMS-III.AR,Registered,Kenya,"57,457",Africa,2023-09-11,2021-04-13,2028-04-12
3771,SMG - Cookstove Program 3,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Registered,India,"90,249",Asia,2024-10-22,2022-12-01,2029-11-30
3757,Enhancing Lives of communities by distribution of Cookstoves,Outreach Projects Pvt. Ltd.,Energy demand,,VMR0006,Registered,India,"449,956",Asia,2024-01-31,2022-11-20,2029-11-19
3762,Jiaozhou Landfill Gas Recovery Project,"Qingdao Gangya New Energy Co.,Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"70,457",Asia,2023-06-07,2021-07-25,2031-07-24
3752,SMG - LED Light Program 1,Shri Maa Marketing Private Limited,Energy demand,,AMS-II.C.,Registered,India,"13,402",Asia,2024-04-03,2022-10-01,2029-09-30
3727,Corridors for Life ARR Grouped Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Brazil,"584,276",Latin America,2024-03-19,2021-12-06,2071-12-05
3715,TAIHE COUNTY BIOGAS POWER GENERATION AND ORGANIC FERTILIZER PROJECT,"Anhui United Venture Capital Renewable Energy Technology Co.,Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Registered,China,"102,310",Asia,2024-09-27,2021-08-17,2031-08-16
3720,Giciye III Hydropower Project in Rwanda,B.B. Energy (Asia) Pte Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Rwanda,"25,787",Africa,2023-05-24,2020-12-09,2027-12-08
3705,CMM power generation project in the new auxiliary shaft of No. 8 coal mine of Hebi Coal Group,"Beijing Yonder Environmental Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"69,494",Asia,2024-04-03,2021-05-04,2031-05-03
3697,Wangxingzhuang CMM Power Generation Project,"Xinzheng Yonder New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"55,192",Asia,2024-04-05,2021-12-17,2031-12-16
3696,Chongqing Tongliang LFG Power Generation Project,Chongqing Tongliang Zhonglanhuanneng Environmental Technology Co. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"50,729",Asia,2023-03-02,2021-01-01,2030-12-31
3693,Improved Cookstove Distribution by Climate Detox Private Limited- Phase II,Multiple Proponents,Energy demand,,VMR0006,Registered,India,"368,478",Asia,2024-03-07,2022-08-01,2029-07-31
3691,Safe Drinking Water Supply Project in the Rural Area of Senegal,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd.",Energy demand,,AMS-III.AV.,Registered,Senegal,"269,450",Africa,2023-10-04,2021-03-23,2028-03-22
3688,Shandong Xiantan Composting Project,Shandong Xiantan Biotechnology Co Ltd,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,"55,293",Asia,2023-10-18,2021-05-01,2031-04-30
3689,Biodiesel Project by Rajputana Biodiesel Private Limited,Rajputana Biodiesel Private Limited,Chemical industry,,ACM0017,Registered,India,"126,559",Asia,2024-05-17,2020-12-15,2027-12-14
3678,Chia Tai AWMS GHG Mitigation Project in Guangdong Province,"Guangdong Zhanjiang Chia Tai Swine Industry Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"131,840",Asia,2023-11-30,2021-07-01,2031-06-30
3670,MEIOESTE UNICARBO LANDFILL GAS TO ENERGY PROJECT,UniCarbo Energia e Biogas Ltda.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Brazil,"207,596",Latin America,2024-04-09,2021-03-21,2028-03-20
3668,Jintudi Composting Project in Zhucheng City,"Zhucheng Jintudi Organic Fertilizer Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,"58,860",Asia,2024-06-05,2021-03-15,2031-03-14
3667,SHANDONG BEICHEN BREEDING SWINE FARM COMPOSTING PROJECT,"Lijin Huayu Breeding Swine Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,"25,169",Asia,2024-04-12,2022-06-10,2029-06-09
3662,15 MW Nam Hinboun Downstream Hydropower Project,Rasita Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Lao,"79,740",Asia,2023-04-11,2021-02-01,2028-01-31
3658,DISTRIBUTION OF FUEL EFFICIENT IMPROVED COOKSTOVES IN INDIA,SB Agri Renewable Private Limited,Energy demand,,VMR0006,Registered,India,"103,850",Asia,2024-08-27,2021-03-01,2028-02-29
3659,Nesa Solar PV Grouped Project,Nesa Power,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,South Africa,"7,662",Africa,2024-07-19,2021-11-10,2028-11-09
3657,Grouped Commercial Vehicle EV Project in India,Multiple Proponents,Transport,,AMS-I.F.; AMS-III.C.,Registered,India,"7,052",Asia,2023-09-05,2021-03-23,2031-03-22
3653,Xinxiang MSW Incineration Project,"Xinxiang Capital Environment Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,"157,862",Asia,2023-08-21,2020-11-19,2030-11-18
3648,"Fengxi Geothermal Space Heating Project in Xi’an city, Shaanxi Province","Shaanxi Province Xixian new district Fengxi New Town Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0072,Registered,China,"17,526",Asia,2023-05-12,2021-01-15,2031-01-14
3649,Tianjin Dahanzhuang LFG Power Generation Project I,"Tianjin Zhonglan Huanneng Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"82,910",Asia,2023-03-06,2020-12-10,2030-12-09
3640,3A BES Akyurt Biogas Power Plant,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Registered,Turkey,"113,198",Middle East,2024-10-15,2020-10-28,2027-10-27
3625,Yangdong Landfill Gas Power Generation Project,"Yangjiang Yangdong Huanyu New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"129,487",Asia,2023-06-21,2021-04-01,2028-03-31
3626,Yangchun Landfill Gas Power Generation Project,"Yangchun Huanchuang New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"131,612",Asia,2023-06-21,2021-08-10,2028-08-09
3616,Recycling Roadways for Carbon Emission Reductions - Midstate Reclamation and Trucking,"Global Emissionairy, LLC",Construction,,VM0039,Registered,United States,"75,767",North America,2024-01-04,2021-04-27,2031-04-26
3613,Solar Power Project by SOMA Energy,Soma Energy Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Cambodia,"5,113",Asia,2023-07-27,2020-08-13,2027-08-12
3603,Jiangsu Lisaike PET Recycling Project,"Jiangsu Lisaike Environmental Protection Material Technology Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registered,China,"59,277",Asia,2023-07-31,2021-03-16,2028-03-15
3604,Improved Cookstove Implementation in Nepal.,Multiple Proponents,Energy demand,,VMR0006,Registered,Nepal,"32,757",Asia,2024-02-14,2021-08-01,2031-07-31
3602,Udzungwa Corridor Reforestation,Udzungwa Corridor Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Tanzania,"178,047",Africa,2023-11-20,2022-02-03,2052-02-02
3544,Solid Waste to Energy Production Facility Sonepat,JBM Environment Management Pvt Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,India,"152,616",Asia,2024-06-10,2021-08-13,2031-08-12
3545,"50 MW (AC) SOLAR PARK AT SUTIAKHALI, GOURIPUR, MYMENSINGH",HDFC Sinpower Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Bangladesh,"55,302",Asia,2023-02-06,2020-11-04,2027-11-03
3556,Grouped Rooftop Solar Project by Tata Power Renewable Energy Limited,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"17,764",Asia,2024-02-20,2020-10-01,2027-09-30
3534,7.81MW solar power project by AMPSolar Generation Private Limited,AMPSolar Generation Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"11,212",Asia,2024-06-06,2020-12-26,2027-12-25
3460,LED distribution project by EKI Energy Services Limited,EKI Energy Services Limited,Energy demand,,AMS-II.C.,Registered,India,"18,778",Asia,2024-07-16,2022-09-24,2029-09-23
3448,LANDFILL GAS COLLECTION AND UTILIZATION AT THE MARCA CARIACICA – II LANDFILL,MARCA CONSTRUTORA E SERVIÇOS LTDA,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Brazil,"410,159",Latin America,2023-05-30,2020-10-15,2027-10-14
3407,Heyuan Dengta Landfill Gas Power Generation Project,"Shenzhen PhasCon Technologies Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"139,586",Asia,2024-05-17,2023-01-01,2029-12-31
3413,Installation of high efficiency cookstoves in India by AGS Carbon – Project 2,AGS Carbon Advisory,Energy demand,,VMR0006,Registered,India,"333,938",Asia,2024-01-04,2023-06-10,2030-06-09
